confidence,max_exposure,cooldown_hours,fee_bps,final_equity,total_return,cagr,sharpe,max_drawdown,num_trades,benchmark_return,benchmark_cagr,excess_return,excess_cagr
0.6,0.8,3,10,3.4321374873586013e+53,3.432137487358601e+49,3.711018725797574e+49,2.836934603639595,-0.0015976486577363724,643,0.8708223066474614,0.8716251103993979,3.432137487358601e+49,3.711018725797574e+49
0.6,0.8,3,15,2.862584293298965e+53,2.8625842932989647e+49,3.094801338345064e+49,2.8344889589346365,-0.002396869671671298,642,0.8708223066474614,0.8716251103993979,2.8625842932989647e+49,3.094801338345064e+49
0.6,0.8,6,5,3.211820277118063e+42,3.211820277118063e+38,3.4129169694141636e+38,2.456945773055458,-0.0007634306636752353,452,0.8708223066474614,0.8716251103993979,3.211820277118063e+38,3.4129169694141636e+38
0.6,0.8,6,10,2.8072264912766276e+42,2.8072264912766277e+38,2.9827159060134306e+38,2.4557728042871867,-0.0015272526710281564,453,0.8708223066474614,0.8716251103993979,2.8072264912766277e+38,2.9827159060134306e+38
0.6,0.8,6,15,2.4534551774955662e+42,2.4534551774955662e+38,2.6065886315713942e+38,2.4545960244098284,-0.002291465914913471,453,0.8708223066474614,0.8716251103993979,2.4534551774955662e+38,2.6065886315713942e+38
0.6,0.8,12,5,2.4222595059017632e+33,2.4222595059017634e+29,2.537154109047233e+29,2.083320794698879,-0.0007051176092905953,314,0.8708223066474614,0.8716251103993979,2.4222595059017634e+29,2.537154109047233e+29
0.6,0.8,12,10,2.1924971423252044e+33,2.1924971423252044e+29,2.2963367148947023e+29,2.0823646679152095,-0.001410618862987545,314,0.8708223066474614,0.8716251103993979,2.1924971423252044e+29,2.2963367148947023e+29
0.6,0.8,12,15,1.9844383195049517e+33,1.9844383195049518e+29,2.0782820169466608e+29,2.0814055239006644,-0.00211650400484098,314,0.8708223066474614,0.8716251103993979,1.9844383195049518e+29,2.0782820169466608e+29
0.6,0.9,1,5,1.116832885372329e+86,1.116832885372329e+82,1.2711167614690337e+82,3.719546567309368,-0.0008929232321859271,1196,0.8708223066474614,0.8716251103993979,1.116832885372329e+82,1.2711167614690337e+82
0.6,0.9,1,10,8.108569806992397e+85,8.108569806992396e+81,9.22669737601349e+81,3.7173765593351646,-0.0017862160842870844,1196,0.8708223066474614,0.8716251103993979,8.108569806992396e+81,9.22669737601349e+81
0.6,0.9,1,15,5.6177638761127e+85,5.6177638761127e+81,6.390816279822973e+81,3.714425017730822,-0.002679877282335874,1195,0.8708223066474614,0.8716251103993979,5.6177638761127e+81,6.390816279822973e+81
0.6,0.9,3,5,3.081168483972365e+59,3.081168483972365e+55,3.362957791164613e+55,2.8664620375012184,-0.0008833855574028604,659,0.8708223066474614,0.8716251103993979,3.081168483972365e+55,3.362957791164613e+55
0.6,0.9,3,10,2.5200932005713823e+59,2.520093200571382e+55,2.750190504996246e+55,2.865006655732199,-0.001767130221591584,659,0.8708223066474614,0.8716251103993979,2.520093200571382e+55,2.750190504996246e+55
0.6,0.9,3,15,2.0610725882112888e+59,2.0610725882112886e+55,2.2489492363636296e+55,2.8635470853723506,-0.0026512330482004742,659,0.8708223066474614,0.8716251103993979,2.0610725882112886e+55,2.2489492363636296e+55
0.6,0.9,6,5,2.2515448658792924e+46,2.2515448658792924e+42,2.4070724033816694e+42,2.4610848429596492,-0.0008406583954815305,454,0.8708223066474614,0.8716251103993979,2.2515448658792924e+42,2.4070724033816694e+42
0.6,0.9,6,10,1.9468860731455092e+46,1.946886073145509e+42,2.0811617732690633e+42,2.4599369377125506,-0.0016817328000446885,454,0.8708223066474614,0.8716251103993979,1.946886073145509e+42,2.0811617732690633e+42
0.6,0.9,6,15,1.6833464851983858e+46,1.683346485198386e+42,1.7992667450376814e+42,2.4587854794088426,-0.002523223148179876,454,0.8708223066474614,0.8716251103993979,1.683346485198386e+42,1.7992667450376814e+42
0.6,0.9,12,5,2.4301571494380032e+36,2.430157149438003e+32,2.5575038731710775e+32,2.0839314224485825,-0.0007759519594268127,314,0.8708223066474614,0.8716251103993979,2.430157149438003e+32,2.5575038731710775e+32
0.6,0.9,12,10,2.1825012749678912e+36,2.182501274967891e+32,2.296701081584527e+32,2.083001884490175,-0.0015522824825031645,314,0.8708223066474614,0.8716251103993979,2.182501274967891e+32,2.296701081584527e+32
0.6,0.9,12,15,1.9599772802771415e+36,1.9599772802771413e+32,2.0623815615792906e+32,2.0820694271808637,-0.0023289918733537807,314,0.8708223066474614,0.8716251103993979,1.9599772802771413e+32,2.0623815615792906e+32
0.7,0.6,1,5,4.0971147620258135e+49,4.0971147620258134e+45,4.402704649543454e+45,2.986940844724216,-0.0005984058667256598,728,0.8708223066474614,0.8716251103993979,4.0971147620258134e+45,4.402704649543454e+45
0.7,0.6,1,10,3.4430311284199063e+49,3.443031128419906e+45,3.69939439958339e+45,2.985354406616182,-0.0011971197062662364,728,0.8708223066474614,0.8716251103993979,3.443031128419906e+45,3.69939439958339e+45
0.7,0.6,1,15,2.8932978656361694e+49,2.8932978656361694e+45,3.108358393733647e+45,2.9837633105555885,-0.0017961415035615547,728,0.8708223066474614,0.8716251103993979,2.8932978656361694e+45,3.108358393733647e+45
0.7,0.6,3,5,9.828923817962597e+36,9.828923817962598e+32,1.0353890692911653e+33,2.478009309795299,-0.0006020063442904178,477,0.8708223066474614,0.8716251103993979,9.828923817962598e+32,1.0353890692911653e+33
0.7,0.6,3,10,8.702454491717124e+36,8.702454491717124e+32,9.166491907085357e+32,2.4767501091436332,-0.001204327107159342,477,0.8708223066474614,0.8716251103993979,8.702454491717124e+32,9.166491907085357e+32
0.7,0.6,3,15,7.704865663147195e+36,7.704865663147196e+32,8.115032296929843e+32,2.4754870721320845,-0.0018069621827626614,477,0.8708223066474614,0.8716251103993979,7.704865663147196e+32,8.115032296929843e+32
0.7,0.6,6,5,2.2217688869299044e+29,2.2217688869299042e+25,2.3123822837831026e+25,2.1312646253353322,-0.0005935881720258163,342,0.8708223066474614,0.8716251103993979,2.2217688869299042e+25,2.3123822837831026e+25
0.7,0.6,6,10,2.0275036806535874e+29,2.0275036806535874e+25,2.1100618556677543e+25,2.130215425611449,-0.0011874962371591913,342,0.8708223066474614,0.8716251103993979,2.0275036806535874e+25,2.1100618556677543e+25
0.7,0.6,6,15,1.850173761519672e+29,1.8501737615196721e+25,1.9253905131048065e+25,2.1291629769499143,-0.0017817241500932557,342,0.8708223066474614,0.8716251103993979,1.8501737615196721e+25,1.9253905131048065e+25
0.7,0.6,12,5,4.398374267376861e+23,4.398374267376861e+19,4.536767168322267e+19,1.8326934599485476,-0.0005536711272130512,241,0.8708223066474614,0.8716251103993979,4.398374267376861e+19,4.536767168322267e+19
0.7,0.6,12,10,4.104368509775556e+23,4.104368509775556e+19,4.233310046571567e+19,1.8318305020592156,-0.0011076960726295049,241,0.8708223066474614,0.8716251103993979,4.104368509775556e+19,4.233310046571567e+19
0.7,0.6,12,15,3.829918444952873e+23,3.8299184449528726e+19,3.9500506970171695e+19,1.8309647859630718,-0.0016620749618565522,241,0.8708223066474614,0.8716251103993979,3.8299184449528726e+19,3.9500506970171695e+19
0.7,0.7,1,5,6.140372562920624e+57,6.1403725629206234e+53,6.683992466409957e+53,3.068892257016121,-0.0006939308828706192,782,0.8708223066474614,0.8716251103993979,6.1403725629206234e+53,6.683992466409957e+53
0.7,0.7,1,10,5.0058395021733746e+57,5.005839502173375e+53,5.448254481248759e+53,3.067235772641821,-0.0013881230781194187,782,0.8708223066474614,0.8716251103993979,5.005839502173375e+53,5.448254481248759e+53
0.7,0.7,1,15,4.0808091636092786e+57,4.080809163609279e+53,4.44084867955558e+53,3.0655746470777343,-0.0020825763297954714,782,0.8708223066474614,0.8716251103993979,4.080809163609279e+53,4.44084867955558e+53
0.7,0.7,3,5,9.283267209932644e+41,9.283267209932644e+37,9.85612325608206e+37,2.5011784141766022,-0.0006986950197075403,487,0.8708223066474614,0.8716251103993979,9.283267209932644e+37,9.85612325608206e+37
0.7,0.7,3,10,8.089702011326742e+41,8.0897020113267415e+37,8.58809543293921e+37,2.499927328479901,-0.0013976263887836016,487,0.8708223066474614,0.8716251103993979,8.0897020113267415e+37,8.58809543293921e+37
0.7,0.7,3,15,7.0493245442799e+41,7.0493245442799e+37,7.482916416853719e+37,2.4986724967343297,-0.002096793732233926,487,0.8708223066474614,0.8716251103993979,7.0493245442799e+37,7.482916416853719e+37
0.7,0.7,6,5,5.1894130295133635e+32,5.189413029513364e+28,5.429828680203065e+28,2.139739583796478,-0.0006811064098225517,345,0.8708223066474614,0.8716251103993979,5.189413029513364e+28,5.429828680203065e+28
0.7,0.7,6,10,4.6898707858069164e+32,4.689870785806917e+28,4.906803413491065e+28,2.138709287819253,-0.0013625706670004067,345,0.8708223066474614,0.8716251103993979,4.689870785806917e+28,4.906803413491065e+28
0.7,0.7,6,15,4.238260690999878e+32,4.2382606909998776e+28,4.433996326606944e+28,2.1376758219943626,-0.0020443926742748086,345,0.8708223066474614,0.8716251103993979,4.2382606909998776e+28,4.433996326606944e+28
0.7,0.7,12,5,4.0054912872426835e+26,4.005491287242684e+22,4.150850219818866e+22,1.8431594631730912,-0.000631171874605041,243,0.8708223066474614,0.8716251103993979,4.005491287242684e+22,4.150850219818866e+22
0.7,0.7,12,10,3.70589997360718e+26,3.7058999736071803e+22,3.840182281034829e+22,1.842311289559711,-0.0012627190258387433,243,0.8708223066474614,0.8716251103993979,3.7058999736071803e+22,3.840182281034829e+22
0.7,0.7,12,15,3.428604003362999e+26,3.4286040033629993e+22,3.5526493128572017e+22,1.8414604414443203,-0.0018946416365184238,243,0.8708223066474614,0.8716251103993979,3.4286040033629993e+22,3.5526493128572017e+22
0.7,0.8,1,5,1.9110676063500984e+66,1.9110676063500984e+62,2.1083099543576174e+62,3.1574950390318697,-0.0007985302710979969,832,0.8708223066474614,0.8716251103993979,1.9110676063500984e+62,2.1083099543576174e+62
0.7,0.8,1,10,1.4350345277430897e+66,1.4350345277430897e+62,1.5828346320441524e+62,3.1548550047362838,-0.0015973486848970264,830,0.8708223066474614,0.8716251103993979,1.4350345277430897e+62,1.5828346320441524e+62
0.7,0.8,1,15,1.1314326623841855e+66,1.1314326623841854e+62,1.2477603968973516e+62,3.1530914465931263,-0.0023964546193331326,830,0.8708223066474614,0.8716251103993979,1.1314326623841854e+62,1.2477603968973516e+62
0.7,0.8,3,5,9.034302538434413e+46,9.034302538434414e+42,9.667551085260053e+42,2.5308203155417877,-0.0007986918439900625,497,0.8708223066474614,0.8716251103993979,9.034302538434414e+42,9.667551085260053e+42
0.7,0.8,3,10,7.741912360718972e+46,7.741912360718972e+42,8.283696413772618e+42,2.529554306102012,-0.0015976486577360394,497,0.8708223066474614,0.8716251103993979,7.741912360718972e+42,8.283696413772618e+42
0.7,0.8,3,15,6.634095737035838e+46,6.634095737035838e+42,7.0976032998618e+42,2.528284608529424,-0.002396869671671298,497,0.8708223066474614,0.8716251103993979,6.634095737035838e+42,7.0976032998618e+42
0.7,0.8,6,5,1.9244498084304411e+36,1.9244498084304413e+32,2.0249724898369396e+32,2.151058302579045,-0.0007634306636751242,346,0.8708223066474614,0.8716251103993979,1.9244498084304413e+32,2.0249724898369396e+32
0.7,0.8,6,10,1.721011513505058e+36,1.721011513505058e+32,1.810769120308579e+32,2.150043862896099,-0.0015272526710283785,346,0.8708223066474614,0.8716251103993979,1.721011513505058e+32,1.810769120308579e+32
0.7,0.8,6,15,1.539009448678487e+36,1.539009448678487e+32,1.6191509606421943e+32,2.149026330248076,-0.00229146591491336,346,0.8708223066474614,0.8716251103993979,1.539009448678487e+32,1.6191509606421943e+32
0.7,0.8,12,5,1.5473909067429692e+29,1.547390906742969e+25,1.6101012645898667e+25,1.8536730858228538,-0.0007051176092905953,245,0.8708223066474614,0.8716251103993979,1.547390906742969e+25,1.6101012645898667e+25
0.7,0.8,12,10,1.4218003884236865e+29,1.4218003884236864e+25,1.4793352307231236e+25,1.8528411692556985,-0.0014106188629869898,245,0.8708223066474614,0.8716251103993979,1.4218003884236864e+25,1.4793352307231236e+25
0.7,0.8,12,15,1.3063504352529641e+29,1.3063504352529642e+25,1.3591346197412166e+25,1.8520066439721472,-0.002116504004840758,245,0.8708223066474614,0.8716251103993979,1.3063504352529642e+25,1.3591346197412166e+25
0.7,0.9,1,5,2.5759357183277516e+75,2.5759357183277515e+71,2.8830131312296833e+71,3.2522875895653676,-0.0008976234006315975,889,0.8708223066474614,0.8716251103993979,2.5759357183277515e+71,2.8830131312296833e+71
0.7,0.9,1,10,1.955038811049706e+75,1.955038811049706e+71,2.1876857696166105e+71,3.2504092877101445,-0.0017955612215238004,889,0.8708223066474614,0.8716251103993979,1.955038811049706e+71,2.1876857696166105e+71
0.7,0.9,1,15,1.4862735708003277e+75,1.4862735708003276e+71,1.6628258524780672e+71,3.2485528225861695,-0.002695211230190009,889,0.8708223066474614,0.8716251103993979,1.4862735708003276e+71,1.6628258524780672e+71
0.7,0.9,3,5,2.1874231358846809e+52,2.1874231358846807e+48,2.3607083939682522e+48,2.5694354447819086,-0.0008833855574027494,509,0.8708223066474614,0.8716251103993979,2.1874231358846807e+48,2.3607083939682522e+48
0.7,0.9,3,10,1.8411023355919277e+52,1.8411023355919276e+48,1.986717885260881e+48,2.568159765148619,-0.001767130221591806,509,0.8708223066474614,0.8716251103993979,1.8411023355919276e+48,1.986717885260881e+48
0.7,0.9,3,15,7.558602019007036e+51,7.558602019007036e+47,8.151451186972142e+47,2.557752911691644,-0.002651233048200252,509,0.8708223066474614,0.8716251103993979,7.558602019007036e+47,8.151451186972142e+47
0.7,0.9,6,5,6.444783287363832e+39,6.444783287363832e+35,6.819227404438443e+35,2.163344024262586,-0.0008406583954817526,347,0.8708223066474614,0.8716251103993979,6.444783287363832e+35,6.819227404438443e+35
0.7,0.9,6,10,5.708771677200338e+39,5.708771677200339e+35,6.039951570295163e+35,2.1623546646037273,-0.0016817328000446885,347,0.8708223066474614,0.8716251103993979,5.708771677200339e+35,6.039951570295163e+35
0.7,0.9,6,15,5.056532351541416e+39,5.056532351541416e+35,5.3494296914624305e+35,2.1613622833317674,-0.002523223148179876,347,0.8708223066474614,0.8716251103993979,5.056532351541416e+35,5.3494296914624305e+35
0.7,0.9,12,5,4.952123817575596e+31,4.952123817575595e+27,5.17321502248788e+27,1.852590484520052,-0.0007759519594267017,245,0.8708223066474614,0.8716251103993979,4.952123817575595e+27,5.17321502248788e+27
0.7,0.9,12,10,4.521483516948796e+31,4.5214835169487966e+27,4.723054154432195e+27,1.851779426776502,-0.0015522824825033865,245,0.8708223066474614,0.8716251103993979,4.5214835169487966e+27,4.723054154432195e+27
0.7,0.9,12,15,4.128094161646503e+31,4.1280941616465025e+27,4.3118584161531546e+27,1.850965851425269,-0.0023289918733536696,245,0.8708223066474614,0.8716251103993979,4.1280941616465025e+27,4.3118584161531546e+27
0.8,0.6,1,5,2.8091589788239236e+40,2.8091589788239234e+36,2.975370797716745e+36,2.520148063728193,-0.0005958266359104014,500,0.8708223066474614,0.8716251103993979,2.8091589788239234e+36,2.975370797716745e+36
0.8,0.6,1,10,2.446175388017277e+40,2.446175388017277e+36,2.5906647379398252e+36,2.51883791637236,-0.001191863278263594,500,0.8708223066474614,0.8716251103993979,2.446175388017277e+36,2.5906647379398252e+36
0.8,0.6,1,15,2.1300454111329598e+40,2.1300454111329597e+36,2.255647962414137e+36,2.517523942936263,-0.0017881097525235257,500,0.8708223066474614,0.8716251103993979,2.1300454111329597e+36,2.255647962414137e+36
0.8,0.6,3,5,5.2622899870920746e+29,5.2622899870920745e+25,5.480144624138513e+25,2.0833457926157655,-0.0006020062391173253,329,0.8708223066474614,0.8716251103993979,5.2622899870920745e+25,5.480144624138513e+25
0.8,0.6,3,10,4.7883843503691156e+29,4.788384350369116e+25,4.986297348759357e+25,2.082305794876934,-0.001204326687442081,329,0.8708223066474614,0.8716251103993979,4.788384350369116e+25,4.986297348759357e+25
0.8,0.6,3,15,4.357052401281946e+29,4.357052401281946e+25,4.53684429070546e+25,2.0812626716652947,-0.0018069612405907653,329,0.8708223066474614,0.8716251103993979,4.357052401281946e+25,4.53684429070546e+25
0.8,0.6,6,5,6.340250462616967e+23,6.340250462616967e+19,6.5413818408455995e+19,1.797417600057373,-0.0005883024654305125,239,0.8708223066474614,0.8716251103993979,6.340250462616967e+19,6.5413818408455995e+19
0.8,0.6,6,10,5.907409862684112e+23,5.907409862684112e+19,6.0945150879538274e+19,1.7965650986125776,-0.001176938834682506,239,0.8708223066474614,0.8716251103993979,5.907409862684112e+19,6.0945150879538274e+19
0.8,0.6,6,15,5.503990832882991e+23,5.503990832882991e+19,5.678043482301224e+19,1.795709947570856,-0.0017659090617011541,239,0.8708223066474614,0.8716251103993979,5.503990832882991e+19,5.678043482301224e+19
0.8,0.6,12,5,9.632016869102364e+19,9632016869102364.0,9877908206965108.0,1.596782283368283,-0.00055684105480025,179,0.8708223066474614,0.8716251103993979,9632016869102364.0,9877908206965108.0
0.8,0.6,12,10,9.106139516655662e+19,9106139516655660.0,9338246867075732.0,1.596049474294806,-0.0011139425955519755,179,0.8708223066474614,0.8716251103993979,9106139516655660.0,9338246867075732.0
0.8,0.6,12,15,8.608791704362217e+19,8608791704362216.0,8827882496721178.0,1.5953143202625513,-0.0016713047478607024,179,0.8708223066474614,0.8716251103993979,8608791704362215.0,8827882496721177.0
0.8,0.7,1,5,1.23207523283408e+47,1.23207523283408e+43,1.3187162643027345e+43,2.5969509981797914,-0.0006933856417847828,542,0.8708223066474614,0.8716251103993979,1.23207523283408e+43,1.3187162643027345e+43
0.8,0.7,1,10,1.0418714465513158e+47,1.0418714465513158e+43,1.1150090496120943e+43,2.5956150131825173,-0.0013870097716794927,542,0.8708223066474614,0.8716251103993979,1.0418714465513158e+43,1.1150090496120943e+43
0.8,0.7,1,15,8.850922372906595e+46,8.850922372906595e+42,9.471184075603175e+42,2.594227396856877,-0.002080872045266413,542,0.8708223066474614,0.8716251103993979,8.850922372906595e+42,9.471184075603175e+42
0.8,0.7,3,5,9.026480421317627e+33,9.026480421317626e+29,9.463154330698966e+29,2.123618683747839,-0.0006986950197074293,341,0.8708223066474614,0.8716251103993979,9.026480421317626e+29,9.463154330698966e+29
0.8,0.7,3,10,8.103612765130783e+33,8.103612765130783e+29,8.495013556137185e+29,2.1225717808157962,-0.0013976263887839346,341,0.8708223066474614,0.8716251103993979,8.103612765130783e+29,8.495013556137185e+29
0.8,0.7,3,15,7.274862922073198e+33,7.274862922073199e+29,7.625671963590076e+29,2.121521786645117,-0.002096793732234148,341,0.8708223066474614,0.8716251103993979,7.274862922073199e+29,7.625671963590076e+29
0.8,0.7,6,5,4.255308183458811e+26,4.255308183458811e+22,4.409915688333791e+22,1.808901397046787,-0.0006749390510749631,243,0.8708223066474614,0.8716251103993979,4.255308183458811e+22,4.409915688333791e+22
0.8,0.7,6,10,3.9329182594175645e+26,3.932918259417565e+22,4.075592481466861e+22,1.8080595136875768,-0.0013502508940097524,243,0.8708223066474614,0.8716251103993979,3.932918259417565e+22,4.075592481466861e+22
0.8,0.7,6,15,3.634840528499398e+26,3.634840528499398e+22,3.7664980682439863e+22,1.8072150401665734,-0.0020259354318350464,243,0.8708223066474614,0.8716251103993979,3.634840528499398e+22,3.7664980682439863e+22
0.8,0.7,12,5,1.5481185643686877e+22,1.5481185643686876e+18,1.59317318664875e+18,1.6012428312983258,-0.0006348832653237935,179,0.8708223066474614,0.8716251103993979,1.5481185643686876e+18,1.59317318664875e+18
0.8,0.7,12,10,1.45484297077131e+22,1.45484297077131e+18,1.4971192861890703e+18,1.6005275124454468,-0.001270059203381968,179,0.8708223066474614,0.8716251103993979,1.45484297077131e+18,1.4971192861890703e+18
0.8,0.7,12,15,1.3671497111201257e+22,1.3671497111201257e+18,1.406817839517311e+18,1.5998099274896131,-0.0019055279969930616,179,0.8708223066474614,0.8716251103993979,1.3671497111201257e+18,1.406817839517311e+18
0.8,0.8,1,5,8.222695731444388e+53,8.222695731444388e+49,8.896160016867785e+49,2.6719299153584264,-0.0007973391588216305,577,0.8708223066474614,0.8716251103993979,8.222695731444388e+49,8.896160016867785e+49
0.8,0.8,1,10,6.800902305517296e+53,6.800902305517296e+49,7.35696061647622e+49,2.670457461405178,-0.001594932687745354,577,0.8708223066474614,0.8716251103993979,6.800902305517296e+49,7.35696061647622e+49
0.8,0.8,1,15,5.638980510081299e+53,5.638980510081298e+49,6.099254542835851e+49,2.669027029613039,-0.0023927797969021114,577,0.8708223066474614,0.8716251103993979,5.638980510081298e+49,6.099254542835851e+49
0.8,0.8,3,5,7.248108882846728e+37,7.248108882846728e+33,7.645689265328872e+33,2.149349195530775,-0.0007986918439899515,353,0.8708223066474614,0.8716251103993979,7.248108882846728e+33,7.645689265328872e+33
0.8,0.8,3,10,6.422316767568175e+37,6.422316767568175e+33,6.774038734952139e+33,2.148285106726253,-0.0015976486577362614,353,0.8708223066474614,0.8716251103993979,6.422316767568175e+33,6.774038734952139e+33
0.8,0.8,3,15,5.690397317918767e+37,5.690397317918767e+33,6.001537881161014e+33,2.147218007298325,-0.002396869671671409,353,0.8708223066474614,0.8716251103993979,5.690397317918767e+33,6.001537881161014e+33
0.8,0.8,6,5,2.5326390417655366e+29,2.5326390417655366e+25,2.6361675221235236e+25,1.8222088711408182,-0.0007563814191444695,247,0.8708223066474614,0.8716251103993979,2.5326390417655366e+25,2.6361675221235236e+25
